N,P,K,rainfall,humidity,temperature,Soil_Moisture,Sunshine_hours,Wind_speed,pH,Organic_Carbon
109,39,49,2742.357468,48.19,24.56,32.38,6.22,14.19,6.14,0.62
116,20,111,2547.197922,89.36,20.99,54.12,7.49,9.28,6.78,1.09
19,11,41,989.2199352,44.47,22.07,31.37,4.94,11.04,7.02,0.33
60,22,9,1166.493791,58.92,24.54,39.78,7.97,3.82,6.39,0.74
100,69,95,1565.16943,57.73,22.8,42.73,6.03,9.58,7.48,1.27
116,20,111,2547.197922,89.36,20.99,60.7,6.89,6.52,5.65,1.06
100,69,95,1565.16943,57.73,22.8,38.27,5.31,21,6.9,1.1
116,20,111,2547.197922,89.36,20.99,54,4.22,11.86,6.34,1.27
116,80,37,1736.050887,39.8,24.14,29.96,7.73,8.31,5.57,0.2
19,11,41,989.2199352,44.47,22.07,35.04,5.83,4.33,5.78,0.96
105,62,27,2957.839661,38.58,16.96,30.12,8.51,9.39,5.76,0.86
18,54,69,1364.995575,83.12,20.92,53.63,6.72,11.92,7.47,0.68
127,90,50,424.2715807,72.6,24.45,48.88,7.71,16.96,5.79,0.47
105,62,27,2957.839661,38.58,16.96,29.88,7.39,7.79,6.48,0.85
46,51,76,2963.42315,62.5,30.14,44.36,6.91,7.41,5.85,1.09
63,43,142,1210.750174,87.2,39.88,56.46,5.6,7.15,6.97,0.76
63,43,142,1210.750174,87.2,39.88,55.85,5.91,10.05,6.51,1.3
65,50,7,2578.098328,46.15,34.6,35.59,5.81,15.4,6.12,1.15
63,43,142,1210.750174,87.2,39.88,58.32,7.43,10.47,6.98,1.12
109,39,49,2742.357468,48.19,24.56,37.86,6.98,16.13,6.32,0.77
30,77,48,1583.457403,62.77,24.23,44.99,5,7.05,7.47,0.62
105,79,14,2403.643223,81.21,22.5,55.29,5.43,11.94,5.93,0.87
105,79,14,2403.643223,81.21,22.5,53.88,10.27,15.94,6.96,1.46
65,50,7,2578.098328,46.15,34.6,37.74,6.94,9.82,5.61,0.62
63,43,142,1210.750174,87.2,39.88,62.74,5.55,10.44,7.41,0.55
14,70,122,1233.022175,73.31,19.53,50.54,4.92,6.44,6.53,0.24
65,50,7,2578.098328,46.15,34.6,29.02,6.41,9.59,5.72,1.29
40,99,37,2102.81365,56.89,26.75,41.68,7.31,6.16,7.07,0.91
60,22,9,1166.493791,58.92,24.54,38.01,9.41,5.89,7.08,0.91
40,99,37,2102.81365,56.89,26.75,40.39,9.48,8.03,5.9,0.89
60,22,9,1166.493791,58.92,24.54,36.59,6.84,12.66,5.69,0.86
125,66,110,2994.60477,66.7,32.83,47.54,7.35,10.87,7.14,0.78
125,66,110,2994.60477,66.7,32.83,44.64,3.66,6.49,6.42,0.69
79,56,59,2492.614243,57.03,36.6,40.51,5.86,14.5,7.2,0.27
109,39,49,2742.357468,48.19,24.56,38.5,4.72,15.21,6.75,1.23
109,39,49,2742.357468,48.19,24.56,33.37,5.47,16.68,6.94,0.66
127,90,50,424.2715807,72.6,24.45,49.75,6.14,11.85,5.93,0.23
19,11,41,989.2199352,44.47,22.07,32.88,3.32,9.91,6.12,0.68
79,56,59,2492.614243,57.03,36.6,32.73,6.36,10.29,6.35,0.87
100,69,95,1565.16943,57.73,22.8,43.94,5.74,6.19,5.75,0.35
14,70,122,1233.022175,73.31,19.53,51.7,12,7.28,7.25,1.03
127,90,50,424.2715807,72.6,24.45,51.81,6.44,16.33,5.74,0.93
18,54,69,1364.995575,83.12,20.92,55.79,4.64,14.94,7.36,1.35
134,44,146,2796.133509,58.19,31.34,35.05,4.83,4.45,6.48,1.13
19,11,41,989.2199352,44.47,22.07,32.56,4.67,3.22,7.01,1.22
93,52,127,1256.859363,71.92,20.51,47.85,8.97,14.45,7.19,0.6
105,25,10,608.2165476,74.49,17.73,49.23,8.67,11.4,5.58,0.49
41,8,148,1820.276725,52.83,32.42,42.4,6.08,13,5.78,1.01
105,62,27,2957.839661,38.58,16.96,26.59,8.27,15.41,6.24,0.55
116,20,111,2547.197922,89.36,20.99,63.4,7.86,2.83,7.45,0.2
41,8,148,1820.276725,52.83,32.42,32.52,5.9,8.17,6.87,0.92
46,51,76,2963.42315,62.5,30.14,38.24,6.94,11.26,6.18,0.59
93,52,127,1256.859363,71.92,20.51,51.84,5.26,12.07,6.98,0.55
30,77,48,1583.457403,62.77,24.23,36.67,7.65,10.75,5.85,0.72
14,70,122,1233.022175,73.31,19.53,51.96,4.88,14.79,6,0.33
30,77,48,1583.457403,62.77,24.23,38.31,6.54,5.19,6.23,0.98
63,43,142,1210.750174,87.2,39.88,55.78,8.64,4.18,6.21,1.08
65,50,7,2578.098328,46.15,34.6,31.4,9.3,12.54,5.74,1.08
116,20,111,2547.197922,89.36,20.99,59.62,7.86,12.58,6.17,0.55
60,22,9,1166.493791,58.92,24.54,43.83,8.23,7.52,7.45,0.82
134,44,146,2796.133509,58.19,31.34,39.09,6.17,15.4,5.96,0.87
40,99,37,2102.81365,56.89,26.75,42.12,5.31,14.17,5.72,0.51
116,20,111,2547.197922,89.36,20.99,60.6,8.04,10.2,7.04,0.55
125,66,110,2994.60477,66.7,32.83,46.75,6.1,12.49,6.82,0.68
116,80,37,1736.050887,39.8,24.14,27.06,5.01,10.21,6.01,0.53
30,77,48,1583.457403,62.77,24.23,39.82,7.37,8.27,6.32,0.82
30,77,48,1583.457403,62.77,24.23,44.45,6.47,15.02,5.66,0.44
14,70,122,1233.022175,73.31,19.53,53.03,5.51,6.62,7.17,0.57
41,8,148,1820.276725,52.83,32.42,35.52,7.56,9.16,7.32,0.87
105,79,14,2403.643223,81.21,22.5,57.65,5.99,13.36,7.12,1.21
41,8,148,1820.276725,52.83,32.42,35.98,8.43,11.33,7.22,0.49
105,62,27,2957.839661,38.58,16.96,20.47,6.76,5.82,7,0.61
46,51,76,2963.42315,62.5,30.14,42.61,7.14,6.16,5.97,1.06
41,8,148,1820.276725,52.83,32.42,36.49,5.5,11.69,6.08,0.95
109,39,49,2742.357468,48.19,24.56,36.35,6.44,8.78,6.22,1.21
12,21,42,2505.046244,60.1,28.97,39.88,5.53,5.86,6.21,0.42
125,66,110,2994.60477,66.7,32.83,41.96,8.8,6.75,5.54,0.73
30,77,48,1583.457403,62.77,24.23,41.62,5.25,11.02,5.56,0.47
105,79,14,2403.643223,81.21,22.5,58.26,5.48,13.37,7.1,0.74
41,8,148,1820.276725,52.83,32.42,33.85,7.46,4.34,6.22,0.92
63,43,142,1210.750174,87.2,39.88,60.68,8.92,14.9,6.29,0.43
30,77,48,1583.457403,62.77,24.23,42.82,7.16,10.86,6.32,0.65
46,51,76,2963.42315,62.5,30.14,39.83,10.01,14.7,6,0.32
79,56,59,2492.614243,57.03,36.6,41.98,6.76,7.41,5.53,0.83
18,54,69,1364.995575,83.12,20.92,60.19,6.2,18.94,6.27,0.31
125,66,110,2994.60477,66.7,32.83,45.47,6.06,10.25,6.69,1.04
109,39,49,2742.357468,48.19,24.56,33.64,7.77,6.8,6.13,1.18
30,77,48,1583.457403,62.77,24.23,45.45,8.76,4.89,6.29,0.32
105,79,14,2403.643223,81.21,22.5,49.43,6.25,16.06,6.81,0.69
19,11,41,989.2199352,44.47,22.07,29.96,4.87,14.4,7.44,0.29
100,69,95,1565.16943,57.73,22.8,38.02,4.82,13.06,6.61,0.54
12,21,42,2505.046244,60.1,28.97,41.9,7.94,6.46,6.18,1.13
116,20,111,2547.197922,89.36,20.99,59.36,8.8,11.96,5.87,0.74
12,21,42,2505.046244,60.1,28.97,39.39,4.38,7.07,5.9,0.39
14,70,122,1233.022175,73.31,19.53,46.86,8.07,5.09,5.69,0.75
105,25,10,608.2165476,74.49,17.73,48.57,6.78,6.47,7.25,0.74
116,20,111,2547.197922,89.36,20.99,59.47,6.67,12.53,6.67,1.06
46,51,76,2963.42315,62.5,30.14,41.95,3.1,17.75,6.13,1.16
116,80,37,1736.050887,39.8,24.14,30.44,3,4.94,7.13,1.14
60,22,9,1166.493791,58.92,24.54,41.17,5.98,6.23,5.89,0.81
100,69,95,1565.16943,57.73,22.8,37.13,6.78,2,6.22,0.2
125,66,110,2994.60477,66.7,32.83,45.96,8.18,12.07,7.33,0.85
93,52,127,1256.859363,71.92,20.51,50.13,7.67,13.39,6.08,0.61
46,51,76,2963.42315,62.5,30.14,38.1,8.02,10.77,5.83,1.33
79,56,59,2492.614243,57.03,36.6,34.34,8.4,9.23,6.66,0.87
30,77,48,1583.457403,62.77,24.23,46.56,6.98,9.06,5.95,0.5
60,22,9,1166.493791,58.92,24.54,42.9,4.94,5.05,5.59,0.97
30,77,48,1583.457403,62.77,24.23,42.83,8.95,13.68,7.38,1.2
14,70,122,1233.022175,73.31,19.53,47.38,6.83,10.55,7.25,1.12
105,62,27,2957.839661,38.58,16.96,29.12,8.09,13.43,6.36,0.74
30,77,48,1583.457403,62.77,24.23,39.59,5.66,8.06,6.79,0.48
40,99,37,2102.81365,56.89,26.75,37.87,6.56,12.89,6.04,0.66
40,99,37,2102.81365,56.89,26.75,38.33,7.47,8.76,6.14,0.91
116,20,111,2547.197922,89.36,20.99,57.81,6.58,18.1,5.81,0.79
105,25,10,608.2165476,74.49,17.73,51.27,6.12,6.77,6.56,0.99
109,39,49,2742.357468,48.19,24.56,36.76,7.79,12.6,6.52,0.2
100,69,95,1565.16943,57.73,22.8,43.98,8.2,13.36,7.15,0.87
93,52,127,1256.859363,71.92,20.51,47.38,6.59,9.67,5.84,0.56
19,11,41,989.2199352,44.47,22.07,30.35,6.52,15.15,6.73,1.2
18,54,69,1364.995575,83.12,20.92,54.88,9.48,2.63,6.37,1.03
116,80,37,1736.050887,39.8,24.14,32.39,8.08,15.35,7,0.81
105,62,27,2957.839661,38.58,16.96,26.48,7.25,6.62,6.56,0.31
46,51,76,2963.42315,62.5,30.14,42.55,8.26,3.61,6.53,0.45
18,54,69,1364.995575,83.12,20.92,54.31,7.31,13.16,6.15,0.38
19,11,41,989.2199352,44.47,22.07,32.25,6.3,12.88,6.39,0.61
134,44,146,2796.133509,58.19,31.34,40.9,7.62,12.19,5.67,0.63
127,90,50,424.2715807,72.6,24.45,50.59,8.74,7.49,5.6,0.75
14,70,122,1233.022175,73.31,19.53,49.65,6.28,5.73,7.42,0.2
127,90,50,424.2715807,72.6,24.45,48.8,6.47,5.03,7.05,1.08
18,54,69,1364.995575,83.12,20.92,58.54,7.52,7.14,6.79,0.42
18,54,69,1364.995575,83.12,20.92,50.76,5.24,13.11,6.28,0.73
105,79,14,2403.643223,81.21,22.5,50.85,8.2,17.91,6.15,0.8
65,50,7,2578.098328,46.15,34.6,27.6,6.38,18.43,7.41,0.63
60,22,9,1166.493791,58.92,24.54,41.05,6.9,12.67,7.07,1.1
63,43,142,1210.750174,87.2,39.88,55.18,6.61,12.36,7.47,0.89
105,79,14,2403.643223,81.21,22.5,50.42,6.17,7.32,7.43,1.01
93,52,127,1256.859363,71.92,20.51,51.38,6.91,4.37,7.35,0.9
105,79,14,2403.643223,81.21,22.5,55.69,6.43,2.84,6.59,1.15
81,15,99,2801.273225,42.48,39.26,34.9,6.68,13.07,4.67,0.78
76,61,70,1028.837007,63.76,34.99,42.73,9.11,16.7,5.42,0.63
104,88,141,2254.711039,80.97,30.65,51.94,7,5.02,6.69,1.01
11,83,7,1852.690692,33.59,26.25,22.71,3.13,11.76,5.52,0.91
111,37,122,679.3565028,69.25,34.32,50.43,7.69,3.51,5.62,0.6
133,68,69,1627.737143,39.26,30.4,28.01,5.67,6.59,6.32,0.65
104,88,141,2254.711039,80.97,30.65,59.47,5.56,11.12,4.85,0.62
70,29,49,1899.50711,87.67,31.01,56.02,7.79,4.99,5.85,0.79
81,15,99,2801.273225,42.48,39.26,32.14,3.66,4.5,5.47,0.35
13,10,90,411.5842734,55.86,15.88,40.72,8.1,10.38,6.1,0.65
6,6,98,1522.748362,57.18,19.46,36.46,8.58,7.14,5.82,1.02
115,36,99,2903.859132,53.86,20.98,40.1,6.34,5.95,5.99,0.8
111,37,122,679.3565028,69.25,34.32,43.38,8.39,2,5.49,1.08
111,37,122,679.3565028,69.25,34.32,49.09,7.66,11.25,5.66,1.38
76,65,55,551.9315317,62.03,31.48,39.74,8.53,7.58,4.5,1.45
70,29,49,1899.50711,87.67,31.01,58.62,8.48,11.05,5.25,0.37
56,68,77,530.5086764,39.28,23.95,27.1,5.22,14.72,6.83,0.52
133,68,69,1627.737143,39.26,30.4,31.92,7.92,8.57,5.94,1.05
76,65,55,551.9315317,62.03,31.48,44.72,6.55,3.21,6.89,0.91
99,59,81,1698.684797,37.51,18.74,25.29,7.79,11.56,6.51,1.35
49,79,6,1951.611984,50.22,23.46,37.32,5.62,9.58,5.39,0.43
70,29,49,1899.50711,87.67,31.01,57.51,9.08,5.35,6.7,0.85
3,51,73,2235.508477,30.07,33.4,23.58,6.69,16.06,5.26,0.96
76,65,55,551.9315317,62.03,31.48,40.68,5.99,14.65,5.73,0.3
52,78,18,405.0996571,44.22,33.85,31.66,6.77,11.51,5.93,0.89
127,39,116,1233.541593,50.67,37.47,38.6,8.74,7.53,6.89,0.84
58,40,145,2195.019856,34.59,39.64,27.39,8.05,6.78,6.86,0.46
3,51,73,2235.508477,30.07,33.4,24,6.23,16.32,4.95,0.56
17,34,134,1501.007222,82.79,38.92,56.65,6.93,9.42,5.77,0.81
70,29,49,1899.50711,87.67,31.01,58.59,6.85,2,5.18,1.22
76,73,129,1758.154104,57.65,29.96,38.19,6.65,14.33,6.95,0.45
52,78,18,405.0996571,44.22,33.85,34.5,5.58,11.45,6.04,1.03
13,10,90,411.5842734,55.86,15.88,35.66,7.73,9.73,5.37,0.95
49,79,6,1951.611984,50.22,23.46,31.46,6.62,6.13,4.89,0.86
104,88,141,2254.711039,80.97,30.65,51.09,6.89,13.62,6.55,0.87
52,78,18,405.0996571,44.22,33.85,36.94,5.73,13.36,6.93,0.52
11,8,51,528.3890038,78.31,32.77,50.29,7.46,2,5.93,0.56
101,8,24,1541.295531,73.76,31.79,49.09,8.34,12.99,4.5,0.58
111,21,33,1781.57254,80.52,18.05,58.05,7.18,9.59,5.24,0.67
111,21,33,1781.57254,80.52,18.05,52.05,5.92,11.24,6.45,1.02
76,60,38,1733.15189,67.55,36.12,45.29,9.27,12.58,5.64,1.2
17,34,134,1501.007222,82.79,38.92,57.07,3.08,11.76,5.19,0.76
17,34,134,1501.007222,82.79,38.92,53.09,8.35,11.28,6.62,0.66
119,27,105,2870.445723,82.34,18.93,56.87,7.12,14.28,5.33,0.51
11,83,7,1852.690692,33.59,26.25,26.57,5.26,9.88,4.58,0.66
127,39,116,1233.541593,50.67,37.47,36.65,5.83,10.96,6.59,1.11
127,39,116,1233.541593,50.67,37.47,31.76,4.85,9.23,5.57,0.9
11,83,7,1852.690692,33.59,26.25,31.39,8.54,10.17,6.96,1.46
127,39,116,1233.541593,50.67,37.47,39.78,7.31,5.92,5.27,0.76
6,6,98,1522.748362,57.18,19.46,36.56,7.47,15.84,6.35,0.55
52,78,18,405.0996571,44.22,33.85,34.44,5.77,14.27,5.56,0.47
115,36,99,2903.859132,53.86,20.98,35.72,8.21,10.19,6.68,1.3
76,61,70,1028.837007,63.76,34.99,44.53,5.1,10.28,5.16,0.53
11,8,51,528.3890038,78.31,32.77,53.73,8.03,6.12,5.1,0.85
99,59,81,1698.684797,37.51,18.74,27.65,7.96,9.89,6.92,0.68
13,7,65,852.9361587,39.07,17.57,29.65,8.37,6.55,5.33,1.29
6,6,98,1522.748362,57.18,19.46,42.02,8.71,8.48,6.13,0.58
81,15,99,2801.273225,42.48,39.26,31.34,8.17,3.12,4.67,1
70,29,49,1899.50711,87.67,31.01,56.69,5.44,12.41,5.75,0.29
87,68,55,745.7112365,67.2,37.52,42.91,6.67,7.85,4.85,0.71
81,15,99,2801.273225,42.48,39.26,29.74,6.33,12.14,4.86,1.04
27,67,71,2478.797388,87.19,20.38,52.19,8.9,11.9,6.52,0.81
56,68,77,530.5086764,39.28,23.95,26.52,6.94,11.4,4.82,1.08
11,8,51,528.3890038,78.31,32.77,52.86,7.14,12.78,5.61,0.54
17,34,134,1501.007222,82.79,38.92,57.73,9.23,10.85,6.15,1.14
44,34,9,2241.347941,88.71,36.81,56.19,7.62,5.33,5.38,0.51
27,67,71,2478.797388,87.19,20.38,57.27,7.76,7.83,4.61,0.96
13,10,90,411.5842734,55.86,15.88,37.91,8.28,15.13,6.7,0.49
87,68,55,745.7112365,67.2,37.52,45.85,8.18,6.82,5.92,0.55
13,10,90,411.5842734,55.86,15.88,36.96,7.18,10.84,6.94,0.44
70,29,49,1899.50711,87.67,31.01,63.19,5.54,8.58,4.82,1.1
3,51,73,2235.508477,30.07,33.4,26.4,7.12,8.44,5.07,1.14
76,61,70,1028.837007,63.76,34.99,46.54,6.17,11.23,5.32,1.23
17,34,134,1501.007222,82.79,38.92,59.23,8.48,9.75,6.95,0.74
11,83,7,1852.690692,33.59,26.25,28.12,7.04,12.91,6.86,0.25
17,34,134,1501.007222,82.79,38.92,49.39,7.86,13.11,5.78,1.02
81,15,99,2801.273225,42.48,39.26,28.04,8.51,16.89,5.74,0.63
52,78,18,405.0996571,44.22,33.85,34.07,6.43,8.7,5.8,0.56
104,88,141,2254.711039,80.97,30.65,50.82,8.79,4.92,6.06,0.81
133,68,69,1627.737143,39.26,30.4,28.68,8.19,11.49,4.66,0.88
11,83,7,1852.690692,33.59,26.25,24.52,5.56,15.7,6.13,0.73
99,59,81,1698.684797,37.51,18.74,23.57,6.81,11.51,6.14,0.38
44,34,9,2241.347941,88.71,36.81,58.2,6.96,10.85,5.94,0.76
101,8,24,1541.295531,73.76,31.79,51.99,8.38,11.72,6.44,0.87
56,68,77,530.5086764,39.28,23.95,26.57,3.92,9.77,5.4,1.14
27,67,71,2478.797388,87.19,20.38,58.16,5.11,10.49,5.58,0.52
133,68,69,1627.737143,39.26,30.4,28.58,10.15,15.67,6.06,0.2
56,68,77,530.5086764,39.28,23.95,28.39,6.86,13.3,6.29,0.76
3,51,73,2235.508477,30.07,33.4,28.82,6.19,9.62,4.98,1.16
127,39,116,1233.541593,50.67,37.47,32.42,8.11,13.63,5.5,0.88
58,40,145,2195.019856,34.59,39.64,26.12,6.37,12.84,6.52,1.02
49,79,6,1951.611984,50.22,23.46,33.36,5.87,7.91,5.72,0.96
76,60,38,1733.15189,67.55,36.12,48.12,7.58,11.77,5.06,1.05
56,68,77,530.5086764,39.28,23.95,30.21,7.91,7.66,6.83,0.49
49,79,6,1951.611984,50.22,23.46,37.65,6.14,15.36,4.59,0.67
104,88,141,2254.711039,80.97,30.65,56.72,5.04,11.56,6.36,0.62
27,67,71,2478.797388,87.19,20.38,52.27,7.85,15.1,5.31,0.47
13,10,90,411.5842734,55.86,15.88,40.27,7.26,7.84,4.84,0.84
52,78,18,405.0996571,44.22,33.85,28.72,10.06,11.51,6.93,0.37
3,51,73,2235.508477,30.07,33.4,23.88,6.68,5.7,6.47,0.91
76,60,38,1733.15189,67.55,36.12,48.82,7.81,6.45,5.82,0.61
127,39,116,1233.541593,50.67,37.47,36.86,7.34,10.69,5.25,0.37
56,68,77,530.5086764,39.28,23.95,32.2,8.11,3.81,6.6,0.41
44,34,9,2241.347941,88.71,36.81,63.37,8.04,3.31,6.58,0.98
119,27,105,2870.445723,82.34,18.93,55.68,4.36,8.61,6.78,1.18
11,83,7,1852.690692,33.59,26.25,30.51,9.48,5.97,6.28,0.89
133,68,69,1627.737143,39.26,30.4,28.72,7.12,2,5.76,0.72
44,34,9,2241.347941,88.71,36.81,56.79,8.18,10.25,6.22,1.75
115,36,99,2903.859132,53.86,20.98,42.68,6.52,10.71,4.54,0.44
17,34,134,1501.007222,82.79,38.92,52.72,9.67,12.58,6.56,0.61
11,8,51,528.3890038,78.31,32.77,53.09,3.4,9.47,5.58,0.32
127,39,116,1233.541593,50.67,37.47,34.56,7.17,9.55,5.66,0.91
133,68,69,1627.737143,39.26,30.4,25.15,9.04,6.73,4.73,0.78
70,29,49,1899.50711,87.67,31.01,61.88,9.4,16.03,5.18,0.44
119,27,105,2870.445723,82.34,18.93,55.28,7.3,8.88,5.96,0.27
110,22,12,1988.854001,64.99,18.24,49.55,5.25,10.64,5.87,1.07
27,67,71,2478.797388,87.19,20.38,63.31,7.67,15.14,6.93,0.2
11,83,7,1852.690692,33.59,26.25,24.82,6.17,11.89,6.4,0.76
70,29,49,1899.50711,87.67,31.01,55.76,8.97,8.55,5.22,1.22
76,65,55,551.9315317,62.03,31.48,37.21,9.19,19.56,4.56,0.7
13,10,90,411.5842734,55.86,15.88,43.5,6.92,9.36,5.49,1.02
11,8,51,528.3890038,78.31,32.77,47.95,4.84,8.99,6.08,0.76
17,34,134,1501.007222,82.79,38.92,57.45,6.73,10.2,6.47,0.69
17,34,134,1501.007222,82.79,38.92,49.53,8.07,10.45,6.35,0.54
17,34,134,1501.007222,82.79,38.92,54.06,6.38,8.38,6.16,0.21
110,22,12,1988.854001,64.99,18.24,45.23,9.91,9.67,5.16,0.9
87,68,55,745.7112365,67.2,37.52,40.44,6.33,3.09,6.88,0.82
104,88,141,2254.711039,80.97,30.65,57.8,7.17,8.58,4.95,1.04
11,83,7,1852.690692,33.59,26.25,19.19,9.19,12.25,6.87,1.22
110,22,12,1988.854001,64.99,18.24,49.78,8.7,12.61,6.75,1.04
76,73,129,1758.154104,57.65,29.96,37.47,7.18,5.53,6.02,1.3
11,8,51,528.3890038,78.31,32.77,51.71,6.71,18.42,5.64,0.3
81,15,99,2801.273225,42.48,39.26,30.58,7.22,3.46,5.94,0.97
87,68,55,745.7112365,67.2,37.52,45.36,7.89,13.87,6.53,0.53
76,65,55,551.9315317,62.03,31.48,46.81,7.17,5.02,6.07,0.92
76,73,129,1758.154104,57.65,29.96,43.58,5.56,6.24,4.94,1.01
52,78,18,405.0996571,44.22,33.85,28.92,8.48,14.57,5.5,0.51
133,68,69,1627.737143,39.26,30.4,24.37,8.22,3.17,4.8,1.57
76,65,55,551.9315317,62.03,31.48,41.6,6.26,10.55,4.78,0.39
111,37,122,679.3565028,69.25,34.32,44.38,3,4.15,5.37,0.98
6,6,98,1522.748362,57.18,19.46,35.03,9.58,13.53,4.53,0.66
101,8,24,1541.295531,73.76,31.79,51.89,5.66,9.88,6.77,0.81
133,68,69,1627.737143,39.26,30.4,30.86,4.68,7.67,5.03,0.71
99,59,81,1698.684797,37.51,18.74,27.35,7.76,3.91,6.87,1.07
99,59,81,1698.684797,37.51,18.74,26.14,6.58,11.31,5.56,1.27
76,73,129,1758.154104,57.65,29.96,41.73,8.24,7.21,6.09,1.2
111,21,33,1781.57254,80.52,18.05,51.3,9.54,5.43,4.66,1.43
13,7,65,852.9361587,39.07,17.57,31.7,9.78,8.68,6.35,0.79
76,60,38,1733.15189,67.55,36.12,48.78,7.88,10.47,6.55,0.67
81,15,99,2801.273225,42.48,39.26,33.51,5.24,11.21,6.67,0.31
13,10,90,411.5842734,55.86,15.88,40.32,6.21,18.69,5.23,0.52
87,68,55,745.7112365,67.2,37.52,39.19,8.32,17.48,5.42,0.86
17,34,134,1501.007222,82.79,38.92,57.19,8.05,8.1,7,0.8
81,15,99,2801.273225,42.48,39.26,30.57,4.79,11.2,6.9,0.84
87,68,55,745.7112365,67.2,37.52,43.56,7.89,6.06,6.18,0.98
133,68,69,1627.737143,39.26,30.4,26.57,7.56,5.45,4.93,1.28
52,78,18,405.0996571,44.22,33.85,33.57,8.68,12.5,6.48,0.43
3,51,73,2235.508477,30.07,33.4,18.83,4.93,3.37,5.93,0.5
76,73,129,1758.154104,57.65,29.96,35.83,5.8,17.07,4.85,0.57
119,27,105,2870.445723,82.34,18.93,56.95,11.02,9.48,6.46,0.94
115,36,99,2903.859132,53.86,20.98,40.09,5.88,10.88,6.34,0.95
115,36,99,2903.859132,53.86,20.98,37.84,5.59,6.7,6.94,0.52
127,39,116,1233.541593,50.67,37.47,35.08,6.85,10.08,4.64,0.82
76,65,55,551.9315317,62.03,31.48,46.65,7.45,7.8,6.92,0.67
13,7,65,852.9361587,39.07,17.57,29.88,6.67,7.06,6.53,0.25
99,59,81,1698.684797,37.51,18.74,34.38,6.15,14.42,5.95,0.36
52,78,18,405.0996571,44.22,33.85,33.49,4.12,15.53,6.78,0.73
133,68,69,1627.737143,39.26,30.4,33.09,7.77,11.44,6.53,0.94
49,79,6,1951.611984,50.22,23.46,32.12,6.27,5.34,6.39,1.15
111,21,33,1781.57254,80.52,18.05,53.9,7.61,13.54,5.75,0.98
99,59,81,1698.684797,37.51,18.74,24.43,4.77,4.62,6.71,0.61
76,73,129,1758.154104,57.65,29.96,43.03,4.73,5.42,6.15,0.78
99,59,81,1698.684797,37.51,18.74,27.15,7.43,13.52,4.67,0.69
13,7,65,852.9361587,39.07,17.57,23.58,7,5.66,6.32,0.61
11,83,7,1852.690692,33.59,26.25,21.02,8.92,7.83,5.15,0.65
44,34,9,2241.347941,88.71,36.81,51.38,5,5.39,5.62,0.99
99,59,81,1698.684797,37.51,18.74,24.44,7.29,12.5,6.64,0.54
76,73,129,1758.154104,57.65,29.96,34.69,7.69,10.75,4.58,0.39
13,7,65,852.9361587,39.07,17.57,26.87,9.27,5.04,5.55,1.21
13,10,90,411.5842734,55.86,15.88,38.02,4.41,15.24,5.8,0.6
115,36,99,2903.859132,53.86,20.98,32.24,8.47,8.32,5.9,0.71
44,34,9,2241.347941,88.71,36.81,57.91,7.48,12.59,6.77,1.24
81,15,99,2801.273225,42.48,39.26,35.26,6.36,12.95,4.78,0.95
111,21,33,1781.57254,80.52,18.05,52.67,7.52,18.15,5.29,0.48
87,68,55,745.7112365,67.2,37.52,43.96,8.78,10.01,4.99,0.7
11,83,7,1852.690692,33.59,26.25,22.63,5.97,5.13,6.2,1.05
11,83,7,1852.690692,33.59,26.25,28.91,10.07,6.89,5.05,0.88
13,10,90,411.5842734,55.86,15.88,38.22,7.58,5.81,4.53,0.74
76,60,38,1733.15189,67.55,36.12,48.42,4.65,12.13,6.89,1.28
17,34,134,1501.007222,82.79,38.92,56.84,8.22,10.56,5.01,0.39
110,22,12,1988.854001,64.99,18.24,48.56,6.9,13.12,6.11,1.58
6,6,98,1522.748362,57.18,19.46,37.38,6.46,4.51,6.35,0.95
81,15,99,2801.273225,42.48,39.26,29.75,8.47,14.7,6.97,1.02
101,8,24,1541.295531,73.76,31.79,46.25,5.96,14.33,5.19,0.39
76,61,70,1028.837007,63.76,34.99,45.71,7.44,9.63,5.14,1.28
104,88,141,2254.711039,80.97,30.65,53.76,9.27,10.16,6.62,0.52
56,68,77,530.5086764,39.28,23.95,27.57,3.75,5.47,5.78,0.98
127,39,116,1233.541593,50.67,37.47,37.9,6.68,12.5,4.84,0.86
13,7,65,852.9361587,39.07,17.57,28.25,6.27,12.52,6.02,0.49
115,36,99,2903.859132,53.86,20.98,38.52,5.9,13.19,6.3,0.6
81,15,99,2801.273225,42.48,39.26,32.1,8,10.04,5.59,0.74
110,22,12,1988.854001,64.99,18.24,47.76,6.76,7.69,5.03,1.14
11,83,7,1852.690692,33.59,26.25,26.96,11.69,18.84,6.76,1.11
111,37,122,679.3565028,69.25,34.32,45.87,7.13,5,5.73,0.76
104,88,141,2254.711039,80.97,30.65,51.93,8.88,9.17,5.17,0.9
56,68,77,530.5086764,39.28,23.95,25.03,7.19,7.15,5.71,1.01
110,22,12,1988.854001,64.99,18.24,41.23,7.28,4.03,4.93,0.8
81,15,99,2801.273225,42.48,39.26,36.66,4.47,2.51,6.89,0.77
111,21,33,1781.57254,80.52,18.05,57.72,6.45,5.6,5.52,0.62
6,6,98,1522.748362,57.18,19.46,40.47,6.02,18.18,6.02,0.85
49,79,6,1951.611984,50.22,23.46,35.12,7.41,13.12,6.12,0.99
